"","id","name","latitude","longitude"
"59","GHCND:US1CALA0112","SANTA CLARITA 4.3 NNW, CA US",34.4723,-118.534
"60","GHCND:US1CALA0113","HIDDEN HILLS 6.0 ENE, CA US",34.18622,-118.55766
"61","GHCND:US1CALA0116","TORRANCE 1.0 E, CA US",33.832748,-118.324034
"62","GHCND:US1CALA0120","WALNUT 0.5 SSW, CA US",34.022231,-117.861128
"63","GHCND:US1CALA0122","SAN DIMAS 2.2 NE, CA US",34.135149,-117.784687
"64","GHCND:US1CALA0123","LOS ALAMITOS 1.4 NW, CA US",33.81348,-118.07576
"65","GHCND:US1CALA0124","PASADENA 1.9 S, CA US",34.1336,-118.1416
"66","GHCND:US1CALA0129","SAN DIMAS 2.1 WSW, CA US",34.094885,-117.840428
"67","GHCND:US1CALA0130","SANTA CLARITA 2.8 NW, CA US",34.4414,-118.5454
"68","GHCND:US1CALA0132","CHATSWORTH 0.7 SE, CA US",34.242179,-118.607942
"69","GHCND:US1CALA0133","DIAMOND BAR 2.0 SW, CA US",33.9767,-117.8357
"70","GHCND:US1CALA0138","AGOURA HILLS 1.2 NNE, CA US",34.16539722,-118.74931111
"71","GHCND:US1CALA0139","REDONDO BEACH 1.7 SSW, CA US",33.833568,-118.386606
"72","GHCND:USC00040014","ACTON ESCONDIDO CANYON, CA US",34.4938,-118.2713
"73","GHCND:USC00040080","ALDER CREEK, CA US",34.35,-118.05
"74","GHCND:USC00040115","ALISO CANYON FC 446, CA US",34.31667,-118.55
"75","GHCND:USC00040144","ALTADENA, CA US",34.18211,-118.13827
"76","GHCND:USC00040327","ARROYO SECO RANGER STATION FC508, CA US",34.21667,-118.16667
"77","GHCND:USC00040395","AVALON PLEASURE PIER, CA US",33.35,-118.31667
"78","GHCND:USC00040410","AZUSA CITY PK FC 143, CA US",34.13333,-117.9
"79","GHCND:USC00040619","BEL AIR FC 10A, CA US",34.08333,-118.45
"80","GHCND:USC00040625","BELL CANYON PLATT RA, CA US",34.2,-118.65
"81","GHCND:USC00040758","BIG DALTON DAM FC223, CA US",34.16667,-117.81667
"82","GHCND:USC00040779","BIG PINES PARK FC83B, CA US",34.38333,-117.68333
"83","GHCND:USC00040798","BIG TUJUNGA DAM FC46, CA US",34.29481,-118.18849
"84","GHCND:USC00040818","BIRMINGHAM GEN HOSPITAL, CA US",34.18333,-118.5
"85","GHCND:USC00041013","BOUQUET CANYON, CA US",34.58333,-118.36667
"86","GHCND:USC00041192","BURBANK FIRE DEPARTMENT FC226, CA US",34.18333,-118.3
"87","GHCND:USC00041194","BURBANK VALLEY PUMP PLANT, CA US",34.1866,-118.348
"88","GHCND:USC00041373","MOUNT BALDY FC 85 G, CA US",34.23333,-117.65
"89","GHCND:USC00041404","OPIDS CAMP FC 57 B E, CA US",34.25,-118.1
"90","GHCND:USC00041520","CARBON CANYON WORKMA, CA US",33.95806,-117.77917
"91","GHCND:USC00041679","CHATSWORTH HEYNEMANN, CA US",34.26667,-118.6
"92","GHCND:USC00041680","CHATSWORTH FC 24 F, CA US",34.25,-118.6
"93","GHCND:USC00041682","CHATSWORTH RESERVOIR, CA US",34.2263,-118.6169
"94","GHCND:USC00041777","LA VERNE HTS FC 560, CA US",34.11667,-117.75
"95","GHCND:USC00041779","CLAREMONT POMONA COL, CA US",34.1,-117.71667
"96","GHCND:USC00041896","COLBYS FC 53D, CA US",34.3,-118.11667
"97","GHCND:USC00042088","COVINA, CA US",34.06667,-117.86667
"98","GHCND:USC00042090","COVINA CITY YARD FC387B, CA US",34.0918,-117.88012
"99","GHCND:USC00042198","CRYSTAL LAKE FC238C, CA US",34.3175,-117.8419
"100","GHCND:USC00042199","CRYSTAL LAKE EAST PINE FLAT, CA US",34.33333,-117.83333
"101","GHCND:USC00042214","CULVER CITY, CA US",34.005,-118.4139
"102","GHCND:USC00042432","DIAMOND BAR, CA US",34,-117.8
"103","GHCND:USC00042494","DOWNEY FIRE STATION FC107C, CA US",33.9297,-118.1455
"104","GHCND:USC00042516","DRY CANYON RESERVOIR, CA US",34.48333,-118.53333
"105","GHCND:USC00042643","CRYSTAL LAKE EAST PINE FLAT, CA US",34.33333,-117.83333
"106","GHCND:USC00042655","EAST WHITTIER, CA US",33.96667,-118.03333
"107","GHCND:USC00042734","PINE CANYON PS FC321, CA US",34.66667,-118.43333
"108","GHCND:USC00042735","ELIZABETH LAKE CN FC, CA US",34.6,-118.56667
"109","GHCND:USC00042941","FAIRMONT, CA US",34.705,-118.4297
"110","GHCND:USC00043392","GETTY CENTER, CA US",34.0869,-118.4794
"111","GHCND:USC00043430","GIRARD BRANT RANCH, CA US",34.16667,-118.6
"112","GHCND:USC00043450","GLENDALE STAPENHORST, CA US",34.15,-118.26667
"113","GHCND:USC00043451","GLENDORA, CA US",34.15,-117.833333
"114","GHCND:USC00043452","GLENDORA FC 287B, CA US",34.1472,-117.8472
"115","GHCND:USC00043703","HAINES CAN LWR FC 36, CA US",34.26667,-118.26667
"116","GHCND:USC00043704","HAINES CNYN UPR FC367, CA US",34.26667,-118.25
"117","GHCND:USC00043751","HANSEN DAM, CA US",34.2608,-118.3863
"118","GHCND:USC00044017","HOEGEES FC 60 A, CA US",34.21667,-118.03333
"119","GHCND:USC00044620","LA BREA CANYON HUNT, CA US",33.95,-117.83333
"120","GHCND:USC00044628","LA CRESCENTA FC251C, CA US",34.2222,-118.2377
"121","GHCND:USC00044747","LANCASTER, CA US",34.68333,-118.11667
"122","GHCND:USC00044840","LA VERNE HTS FC 560, CA US",34.11667,-117.75
"123","GHCND:USC00044867","LECHUZA PATROL STATION, CA US",34.07639,-118.88028
"124","GHCND:USC00044986","LITTLE TUJUNGA GLD C, CA US",34.31667,-118.3
"125","GHCND:USC00044993","LA VERNE HTS FC 560, CA US",34.11667,-117.75
"126","GHCND:USC00045001","LLANO, CA US",34.5,-117.81667
"127","GHCND:USC00045002","LLANO SHAWNEE HILLS, CA US",34.46667,-117.75
"128","GHCND:USC00045080","LONG BEACH AQUARIUM, CA US",33.76111,-118.19694
"129","GHCND:USC00045082","LONG BEACH AQUARIUM, CA US",33.76111,-118.19694
"130","GHCND:USC00045111","LOS ANGELES 6TH MAIN, CA US",34.05,-118.25
"131","GHCND:USC00045112","LOS ANGELES TERMINAL, CA US",34.06667,-118.23333
"132","GHCND:USC00045256","MAGIC MOUNTAIN, CA US",34.4,-118.28333
"133","GHCND:USC00045781","MONROVIA, CA US",34.15,-118
"134","GHCND:USC00045790","MONTEBELLO, CA US",34.0191,-118.1052
"135","GHCND:USC00045900","MOUNT BALDY FC 85 G, CA US",34.23333,-117.65
"136","GHCND:USC00046006","MOUNT WILSON CBS, CA US",34.2308,-118.0711
"137","GHCND:USC00046122","NEENACH, CA US",34.8,-118.58333
"138","GHCND:USC00046161","NEWHALL 5 NW, CA US",34.3933,-118.5938
"139","GHCND:USC00046162","NEWHALL S FC32CE, CA US",34.3869,-118.5341
"140","GHCND:USC00046164","NEWHALL US RANGER STATION, CA US",34.36667,-118.51667
"141","GHCND:USC00046165","NEWHALL, CA US",34.36667,-118.56667
"142","GHCND:USC00046256","NORTH HOLLYWOOD, CA US",34.16667,-118.38333
"143","GHCND:USC00046263","NORTHRIDGE CAL STATE, CA US",34.2447,-118.525
"144","GHCND:USC00046465","OPIDS CAMP FC 57 B E, CA US",34.25,-118.1
"145","GHCND:USC00046594","SPADRA LANTERMAN HOSPITAL, CA US",34.0419,-117.8105
"146","GHCND:USC00046602","PACOIMA DAM FC33A E, CA US",34.3294,-118.4005
"147","GHCND:USC00046624","PALMDALE, CA US",34.5883,-118.0938
"148","GHCND:USC00046663","PALOS VERDES ES FC43D, CA US",33.7997,-118.391
"149","GHCND:USC00046719","PASADENA, CA US",34.1483,-118.1447
"150","GHCND:USC00046773","PEARBLOSSOM, CA US",34.5025,-117.8969
"151","GHCND:USC00046891","PINE CANYON PS FC321, CA US",34.66667,-118.43333
"152","GHCND:USC00047050","POMONA FAIRPLEX, CA US",34.0816,-117.7658
"153","GHCND:USC00047220","ELIZABETH LAKE CN FC, CA US",34.6,-118.56667
"154","GHCND:USC00047326","REDONDO BEACH, CA US",33.8342,-118.3759
"155","GHCND:USC00047734","SANDBERG PTRL STATION, CA US",34.75,-118.71667
"156","GHCND:USC00047749","SAN DIMAS FIRE FC 95, CA US",34.1052,-117.8019
"157","GHCND:USC00047750","SAN DIMAS TANBARK FL, CA US",34.2,-117.76667
"158","GHCND:USC00047759","SAN FERNANDO, CA US",34.28333,-118.46667
"159","GHCND:USC00047762","SAN FERNANDO PH 3, CA US",34.3133,-118.4927
"160","GHCND:USC00047775","SAN GABRIEL, CA US",34.1,-118.1
"161","GHCND:USC00047776","SAN GABRIEL CANYON PH, CA US",34.1553,-117.9078
"162","GHCND:USC00047779","SAN GABRIEL DAM FC425B E, CA US",34.2052,-117.8608
"163","GHCND:USC00047785","SAN GABRIEL FIRE DEPARTMENT, CA US",34.0842,-118.1003
"164","GHCND:USC00047876","SAN PEDRO, CA US",33.754167,-118.233611
"165","GHCND:USC00047897","SANTA ANITA FERN LOD, CA US",34.21667,-118.01667
"166","GHCND:USC00047926","SANTA FE DAM, CA US",34.1125,-117.9694
"167","GHCND:USC00047950","SANTA MONICA, CA US",34.01667,-118.48333
"168","GHCND:USC00047953","SANTA MONICA PIER, CA US",34.0075,-118.49972
"169","GHCND:USC00048014","SAUGUS POWER PLANT 1, CA US",34.58998,-118.45412
"170","GHCND:USC00048092","SEPULVEDA DAM, CA US",34.1661,-118.4736
"171","GHCND:USC00048158","SHELL ABSORPTION PLANT, CA US",33.95,-117.9
"172","GHCND:USC00048210","SIERRA MADRE HENSZEY, CA US",34.16667,-118.05
"173","GHCND:USC00048230","SIGNAL HILL FC 415, CA US",33.7966,-118.1683
"174","GHCND:USC00048290","COLBYS FC 53D, CA US",34.3,-118.11667
"175","GHCND:USC00048436","SPADRA LANTERMAN HOSPITAL, CA US",34.0419,-117.8105
"176","GHCND:USC00048660","SUNLAND, CA US",34.26667,-118.3
"177","GHCND:USC00048662","SUNLAND TUJUNGA, CA US",34.25,-118.28333
"178","GHCND:USC00048748","TABLE MOUNTAIN, CA US",34.38333,-117.68333
"179","GHCND:USC00048967","TOPANGA PTRL STATION FC6, CA US",34.0841,-118.5988
"180","GHCND:USC00049047","TUJUNGA, CA US",34.26667,-118.28333
"181","GHCND:USC00049049","TUJUNGA MILL FC 470, CA US",34.38333,-118.08333
"182","GHCND:USC00049050","TUJUNGA MILL FC 470, CA US",34.38333,-118.08333
"183","GHCND:USC00049152","U C L A, CA US",34.0697,-118.4427
"184","GHCND:USC00049250","VALYERMO FIRE STATION 2, CA US",34.45,-117.86667
"185","GHCND:USC00049251","VALYERMO FIRE STATION 2, CA US",34.45,-117.86667
"186","GHCND:USC00049260","VAN NUYS FC15A, CA US",34.18333,-118.45
"187","GHCND:USC00049345","VINCENT, CA US",34.4883,-118.1419
"188","GHCND:USC00049431","WALNUT NI FC102C, CA US",34.00167,-117.86583
"189","GHCND:USC00049660","WHITTIER CITY YARD FC106C, CA US",33.9758,-118.0222
"190","GHCND:USC00049785","WOODLAND HILLS PIERCE COLLEGE, CA US",34.1819,-118.5744
"191","GHCND:USW00003122","TORRANCE AIRPORT, CA US",33.8016,-118.3419
"192","GHCND:USW00003159","LANCASTER, CA US",34.74121,-118.21255
"193","GHCND:USW00003167","HAWTHORNE MUNICIPAL AIRPORT, CA US",33.92353,-118.33291
"194","GHCND:USW00023129","LONG BEACH DAUGHERTY AIRPORT, CA US",33.81177,-118.14718
"195","GHCND:USW00023130","VAN NUYS AIRPORT, CA US",34.21214,-118.49146
"196","GHCND:USW00023152","BURBANK GLENDALE PASADENA AIRPORT, CA US",34.19966,-118.36543
"197","GHCND:USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US",33.93816,-118.3866
"198","GHCND:USW00023180","NEWHALL AIRPORT, CA US",34.4,-118.55
"199","GHCND:USW00023182","PALMDALE AIRPORT, CA US",34.62944,-118.08309
"200","GHCND:USW00023187","SANDBERG, CA US",34.74361,-118.72528
"201","GHCND:USW00023191","AVALON CATALINA AIRPORT, CA US",33.40419,-118.41456
"202","GHCND:USW00093106","LOS ALAMITOS, CA US",33.78333,-118.05
"203","GHCND:USW00093113","SAN PEDRO NAS, CA US",33.75,-118.25888
"204","GHCND:USW00093117","SAN CLEMENTE ISLAND NAAS, CA US",33.02333,-118.58806
"205","GHCND:USW00093134","LOS ANGELES DOWNTOWN, CA US",34.0678,-118.2417
"206","GHCND:USW00093197","SANTA MONICA MUNICIPAL AIRPORT, CA US",34.02099,-118.44712
